H0C0C2				"H0C0C2"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
C1X5M9				"C1X5M9"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
X4D9L7				"X4D9L7"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
U6S6N0				"U6S6N0"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
L8I1C6				"L8I1C6"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
O4J4C1				"O4J4C1"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
C7H8F9				"C7H8F9"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
M4D6M5				"M4D6M5"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
W1I5H2				"W1I5H2"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
S0F4U6				"S0F4U6"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
V5R4S8				"V5R4S8"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
P0H8O1				"P0H8O1"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
O9U3A4				"O9U3A4"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
U1C0M3				"U1C0M3"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
Y5U6X6				"Y5U6X6"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
G8H4Y8				"G8H4Y8"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
S7Y0G3				"S7Y0G3"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
O0W3C1				"O0W3C1"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
N3Z2E5				"N3Z2E5"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
D8J2L6				"D8J2L6"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
Y9T0T6				"Y9T0T6"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
C1K1S0				"C1K1S0"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
U2A2M0				"U2A2M0"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
E5M3I7				"E5M3I7"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
R5T7E4				"R5T7E4"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
L9S6Z4				"L9S6Z4"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
T6O3W8				"T6O3W8"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
S3S5D6				"S3S5D6"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
X7Y5S4				"X7Y5S4"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
A3V1P8				"A3V1P8"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
U5S1A9				"U5S1A9"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
