H9A9X7	89rJ85Fv0U	"example_value"	DOID:50192373	"ProteinToDiseaseAssociation"
W0R8Y5	ps93IkN42h	"example_value"	DOID:27744930	"ProteinToDiseaseAssociation"
C9U1D2	lCRWGKZCb5	"example_value"	DOID:58575375	"ProteinToDiseaseAssociation"
W2M3M7	6f7cQyhj5X	"example_value"	DOID:67917376	"ProteinToDiseaseAssociation"
P3K9K8	69poI7FOGS	"example_value"	DOID:05396819	"ProteinToDiseaseAssociation"
T4K4Y8	rcu667xQkh	"example_value"	DOID:63738882	"ProteinToDiseaseAssociation"
I4D1Y7	DlLC2qAXtJ	"example_value"	DOID:50192373	"ProteinToDiseaseAssociation"
S8T3B1	4356yTRMgR	"example_value"	DOID:63879720	"ProteinToDiseaseAssociation"
U5O9P9	3zUi5U2c9X	"example_value"	DOID:59815706	"ProteinToDiseaseAssociation"
S5C2I3	CKZnFUdxZm	"example_value"	DOID:02902941	"ProteinToDiseaseAssociation"
Y0L1A4	7zp8xJig51	"example_value"	DOID:20925275	"ProteinToDiseaseAssociation"
U4M4A1	2VVJ1ud5vm	"example_value"	DOID:84608208	"ProteinToDiseaseAssociation"
C2Z4V4	fYa1Yota9n	"example_value"	DOID:06078356	"ProteinToDiseaseAssociation"
G0W3S6	zt1XReg4H3	"example_value"	DOID:14139876	"ProteinToDiseaseAssociation"
A8I8A7	gAKHHDDDgW	"example_value"	DOID:50192373	"ProteinToDiseaseAssociation"
DOID:50192373	dJJh0M1kHj	"example_value"	DOID:79422645	"ProteinToDiseaseAssociation"
DOID:24086652	QCIAbH9Pct	"example_value"	DOID:84896822	"ProteinToDiseaseAssociation"
DOID:23548821	XImFAfDFVe	"example_value"	DOID:64800859	"ProteinToDiseaseAssociation"
DOID:56224649	heaMWFNu30	"example_value"	DOID:05396819	"ProteinToDiseaseAssociation"
DOID:96504079	v0Cd04pqlc	"example_value"	DOID:88031567	"ProteinToDiseaseAssociation"
DOID:30340451	6gQy4qLqG2	"example_value"	DOID:22132732	"ProteinToDiseaseAssociation"
DOID:27744930	LPd1MfnofY	"example_value"	DOID:55569102	"ProteinToDiseaseAssociation"
DOID:58575375	Bw8wOz8cGS	"example_value"	DOID:54239305	"ProteinToDiseaseAssociation"
DOID:79019892	iAEo180uNw	"example_value"	DOID:01509755	"ProteinToDiseaseAssociation"
DOID:94095374	hoUtlwVzXp	"example_value"	DOID:39395117	"ProteinToDiseaseAssociation"
DOID:58376777	fBCtQnjgOb	"example_value"	DOID:39410731	"ProteinToDiseaseAssociation"
DOID:05396819	D27BhWures	"example_value"	DOID:78197265	"ProteinToDiseaseAssociation"
DOID:73658305	pSXajidOUV	"example_value"	DOID:64586608	"ProteinToDiseaseAssociation"
DOID:83796218	eKQkK9SGKk	"example_value"	DOID:39410731	"ProteinToDiseaseAssociation"
DOID:06753646	JsQVw7yw4x	"example_value"	DOID:86176787	"ProteinToDiseaseAssociation"
